asset_class,counterparty,instrument_id,instrument_name,trade_date_time,trade_date_time_2,price,buySellIndicator,trader
Action|Adventure|Fantasy,O'Reilly and Sons,231082511-5,SRPT,2022-03-15,11:25,139.51,false,Noami Raithby
Drama|Thriller,Klein-Quitzon,676394495-0,INFO,2022-06-18,3:20,724.51,false,Galvin Powder
Drama,Rippin and Sons,073807787-9,HVBC,2021-08-09,15:39,339.67,true,Kirsti Loy
Comedy|Mystery,"Lockman, Reinger and Feil",526071360-5,ZBIO,2022-02-11,21:05,488.44,false,Venus Hanselman
Horror,Moen-Spencer,693799606-3,CIVI,2022-04-18,12:42,926.43,true,Fredek Mangon
Drama|Romance,,107459837-7,IVZ,2022-01-27,5:44,599.22,false,Alden Pauwel
Drama,Lebsack-Green,296911614-6,C,2022-02-21,20:22,583.73,false,Etienne Kuhne
Drama,Yundt Inc,447614255-9,FRAC,2022-03-18,9:26,496.32,true,Bent Geane
Crime|Horror|Mystery,Marvin-Ullrich,469824012-3,AINV,2022-06-27,1:57,750.63,false,Giana Kopp
Drama,"Abbott, Halvorson and Stokes",826455601-9,HA,2022-06-17,6:22,938.2,false,Odessa Grane
Crime|Thriller,"Hermiston, Fisher and Hamill",890031539-0,FDS,2021-11-26,2:57,197.39,true,Evangelina Josowitz
Drama|Musical|Romance,Nolan Group,959994637-5,LYB,2022-05-16,12:19,186.56,true,Rusty Wheatcroft
Adventure|Children|Comedy|Fantasy,Miller LLC,875041019-9,RJF,2021-07-29,15:24,891.94,false,Kerby Coventon
Adventure|Animation|Drama,Cole Inc,713611529-9,BLVDU,2022-01-20,11:18,275.14,true,Sax Laycock
Animation|Comedy,Bartoletti Inc,719337498-2,FTXD,2021-12-02,1:24,202.67,true,Bary Shury
Documentary,Abshire and Sons,527203707-3,TDC,2021-12-07,19:45,780.55,false,Micheal Isac
Adventure|Drama,Wyman-Weimann,636074899-1,HDSN,2022-01-12,14:58,512.86,false,Delora Warder
