,asset_class,counterparty,instrument_id,instrument_name,trade_date_time,trade_date_time_2,price,buySellIndicator,trader,quantity,trade_id
779,Drama War,Ward-Emmerich,025814363-0,NOAH,2022-01-14 03:15:00,3:15,989.01,BUY,Rebecca Agronski,5757,5757
780,Sci-Fi,Moen LLC,532857094-4,RFDI,2021-12-31 21:51:00,21:51,853.08,BUY,Wakefield Barrat,5210,5210
781,Drama,Crona and Sons,064162440-9,SCWX,2021-09-28 16:29:00,16:29,598.03,BUY,Gertrude Sellack,3683,3683
782,Animation Children,Dicki and Sons,680092013-4,NMRX,2021-11-08 13:59:00,13:59,567.39,BUY,Katya Wrack,2414,2414
783,Comedy,Smith LLC,187694956-2,AFAM,2022-04-28 15:20:00,15:20,34.94,BUY,Andrew Sinfield,974,974
784,Action Adventure Drama Thriller,Wolf-Robel,083041777-X,BAC,2021-12-09 20:44:00,20:44,582.33,BUY,Chandler Essam,4909,4909
785,Drama,Smitham-Steuber,147183309-7,VBIV,2021-10-19 23:56:00,23:56,42.42,BUY,Arlyn Trimbey,1908,1908
786,(no genres listed),Koss-Konopelski,193176117-5,ASFI,2022-02-08 14:01:00,14:01,67.84,SELL,Aili Goodrich,5743,5743
787,Documentary,"Ernser, Mante and Cartwright",182581271-3,INST,2021-08-23 06:59:00,6:59,93.82,BUY,Kynthia Budgey,2999,2999
788,Drama,Bechtelar LLC,599848584-X,NKTR,2021-11-02 22:40:00,22:40,833.87,SELL,Germayne Barnaclough,2325,2325
789,Comedy,"Monahan, Runolfsson and Hoeger",583546799-0,EPR^C,2022-02-26 14:30:00,14:30,404.68,SELL,Robbin Hatchette,4412,4412
790,Drama Romance,"McLaughlin, Medhurst and Rempel",903860979-5,OSG,2022-02-21 10:24:00,10:24,364.81,SELL,Horace Frantzen,4624,4624
791,Drama,Reynolds-Dietrich,963329700-1,LSI,2022-01-04 05:58:00,5:58,296.45,BUY,Kenna Mumford,3042,3042
792,Comedy,"Kuphal, Hills and Carroll",762928260-5,CVEO,2022-04-19 05:26:00,5:26,501.91,BUY,Anna-diana Palay,2677,2677
793,Comedy Drama Romance,Bogisich-Reichert,334564406-1,JMT,2021-09-29 11:16:00,11:16,115.09,BUY,Terri Bonifas,1676,1676
794,Drama,Gutmann-Feil,524006727-9,BNS,2021-08-06 14:32:00,14:32,542.23,BUY,Easter Towns,1903,1903
795,Animation Drama Romance,"Gulgowski, Kiehn and O'Hara",965472270-4,KYE,2022-03-12 16:37:00,16:37,937.41,SELL,Gibbie Everley,1217,1217
796,Crime Drama,"Johnston, Terry and Gerhold",767718173-2,EPR^F,2022-01-05 23:38:00,23:38,155.86,SELL,Conrade Yeats,2479,2479
797,Comedy Horror Mystery Sci-Fi,Lynch-Langosh,074162000-6,AT,2021-10-04 14:46:00,14:46,468.51,BUY,Brittaney Scarce,4929,4929
798,Action Adventure Comedy Drama Romance War,Casper-Romaguera,709308456-7,KBR,2022-02-21 10:21:00,10:21,448.69,BUY,Andreana Isakovitch,1222,1222
799,Comedy Romance,"Abernathy, Cruickshank and Larson",404623173-4,NMS,2021-12-12 13:54:00,13:54,709.11,SELL,Maggi Danihelka,5088,5088
800,Comedy,"Mann, Smitham and Lindgren",325449980-8,PNBK,2021-12-15 17:55:00,17:55,383.88,SELL,Hasheem Goldingay,5426,5426
801,Comedy,Sporer-Ferry,250387793-1,PGR,2022-05-06 23:23:00,23:23,523.17,SELL,Janey Espinosa,4022,4022
802,Crime Mystery Thriller,Block LLC,352387309-6,MMDM,2022-04-12 18:59:00,18:59,365.26,BUY,Haywood Cescon,1459,1459
803,Drama,Barrows and Sons,988938517-1,SLRC,2022-01-06 02:06:00,2:06,797.21,SELL,Worden Moulton,5492,5492
804,Horror,"Johnson, Cole and Wiegand",232681527-0,EPR^C,2021-09-29 14:09:00,14:09,814.1,BUY,Egan Brockbank,2925,2925
805,Drama War,Hyatt Inc,468945424-8,AHL,2021-11-17 15:42:00,15:42,203.63,SELL,Jyoti Quemby,4179,4179
806,Drama,Mayer Group,545735210-2,ZBK,2022-03-23 16:48:00,16:48,602.29,BUY,Arnold Leavesley,4052,4052
807,Drama,"Howe, Terry and Rolfson",750120561-2,NRG,2022-06-17 16:28:00,16:28,929.83,SELL,Hymie Geere,5604,5604
808,Comedy Horror Sci-Fi Thriller,Jast Inc,063077713-6,AEL,2021-12-08 02:01:00,2:01,799.11,SELL,Jaquenette Thomtson,5633,5633
809,Documentary,"Rice, Rohan and Dickens",717265062-X,WAGE,2022-06-23 03:19:00,3:19,410.28,SELL,Edeline Ferronel,5634,5634
810,Comedy Romance,Medhurst and Sons,410229494-5,SXE,2022-06-12 22:39:00,22:39,907.06,SELL,Othilia Beade,780,780
811,Comedy Drama Romance,"Breitenberg, McGlynn and Hauck",255666989-6,TBPH,2022-06-06 11:38:00,11:38,645.9,SELL,Kippy Lardnar,4989,4989
812,Comedy,Kerluke-Hamill,141780440-8,XTLB,2021-12-06 10:38:00,10:38,418.91,BUY,Corty Stockton,3321,3321
813,Drama,Orn and Sons,094007195-9,MBUU,2022-01-25 13:43:00,13:43,561.93,SELL,Anabal McManamen,5734,5734
814,Documentary,Jast-Jast,639223846-8,CFX,2022-04-25 15:04:00,15:04,387.96,SELL,Elbert Championnet,4529,4529
815,Drama,Hackett-Goldner,941600107-4,BBK,2022-04-26 20:15:00,20:15,840.97,BUY,Kalvin Dale,4441,4441
816,Drama Romance,Hickle-Jacobson,241707589-X,NSEC,2021-07-23 09:15:00,9:15,799.8,SELL,Claudie Fugere,1896,1896
817,Action Adventure Sci-Fi Thriller,Conroy Group,679922361-7,SENEB,2021-09-14 03:28:00,3:28,824.36,BUY,Aurelie Sturch,4121,4121
818,Action Adventure,"Abshire, Kling and Bechtelar",357843438-8,PNRA,2021-11-09 21:06:00,21:06,704.76,BUY,Ketti South,3746,3746
819,Drama,"Willms, Yost and Shields",381737144-6,BMLP,2021-12-05 21:32:00,21:32,275.9,SELL,Aldo Elvey,92,92
820,Children Comedy Romance,Funk LLC,549871001-1,IBOC,2022-03-31 12:22:00,12:22,441.16,BUY,Rafaelita Bonas,1196,1196
821,Crime Drama Romance Thriller,Beahan Inc,325378098-8,FENG,2021-08-05 18:21:00,18:21,848.8,SELL,Melania Stowers,2812,2812
822,Comedy,Luettgen LLC,753073380-X,ULTA,2022-03-02 21:48:00,21:48,810.07,SELL,Dario Roalfe,1714,1714
823,Comedy Drama,"Hermiston, Cartwright and Leuschke",679047586-9,GRX,2022-05-18 02:32:00,2:32,663.85,SELL,Ania Bowles,5040,5040
824,Drama,"Schaefer, Harris and McCullough",369379310-7,SELB,2022-03-12 04:17:00,4:17,360.25,BUY,Luciano Toth,2885,2885
825,Crime Drama Romance,Sawayn Group,625671270-6,PSA^X,2021-07-17 18:26:00,18:26,603.17,BUY,Farrel Benton,4403,4403
826,Drama Horror Thriller,Moore-Hermiston,875904962-6,IPKW,2022-04-24 11:29:00,11:29,648.52,SELL,Abbey O'Flynn,1256,1256
827,Comedy Drama,"VonRueden, West and Kuhn",569054350-0,ARDX,2022-06-07 08:15:00,8:15,214.81,BUY,Glad Suffe,4506,4506
828,Comedy Drama Romance,"Shanahan, Howe and Von",454793814-8,GLPG,2022-04-21 15:45:00,15:45,211.42,BUY,Blinnie Pascoe,3737,3737
829,Drama,Goldner and Sons,485055366-4,DLTH,2022-03-03 19:17:00,19:17,75.99,SELL,Evvie Dundon,4492,4492
830,Drama Horror Thriller,Wintheiser-Lemke,831429539-6,ARCB,2022-06-08 21:24:00,21:24,144.91,BUY,Donna Hammerich,4987,4987
831,Adventure Comedy Crime Drama,"Gleason, Wisoky and Rowe",228204323-5,FDUS,2021-07-12 16:49:00,16:49,470.03,BUY,Peg Tullis,3684,3684
832,Drama,"Bernier, Smitham and Rosenbaum",758589662-X,NEWM,2021-10-31 13:57:00,13:57,744.72,BUY,Giselbert Ellesworthe,3008,3008
833,Drama,Turcotte-Ryan,286446340-7,ROSEU,2022-03-06 23:10:00,23:10,652.49,BUY,Sybyl Anstey,1729,1729
834,Documentary,Willms-Dicki,971350357-0,BIF,2021-11-12 19:21:00,19:21,406.47,SELL,Westley Baptist,5339,5339
835,Action Adventure War,"Blick, Schulist and Hackett",790175641-1,FTHI,2022-06-23 07:20:00,7:20,539.13,BUY,Mace Longstaffe,3697,3697
836,Drama War,Marvin and Sons,993377335-6,PPHMP,2021-08-18 20:48:00,20:48,620.26,BUY,Marrissa Nesbeth,1020,1020
837,Action Thriller,"Bernier, Carter and Breitenberg",002760251-6,LXP,2022-03-21 17:41:00,17:41,591.61,BUY,Clifford Becke,1915,1915
838,Drama,Hoppe Inc,723246620-X,GLA,2021-11-05 00:27:00,0:27,719.31,BUY,Wolfie Thorowgood,1998,1998
839,Documentary,Cartwright-Abernathy,925084590-1,NEE^H,2021-09-16 01:15:00,1:15,199.07,SELL,Benita Waller,2250,2250
840,Action Adventure Comedy,Jaskolski LLC,010484699-2,STE,2022-02-01 02:32:00,2:32,713.95,SELL,Kenny Lias,103,103
841,Action Animation,"Zemlak, Effertz and Steuber",934345963-7,PNQI,2021-08-08 06:01:00,6:01,544.86,BUY,Louis Kittle,1787,1787
842,Action Western,"Hickle, Ratke and Ledner",314165543-X,MX,2022-03-06 14:49:00,14:49,608.23,SELL,Buddie Dangl,3365,3365
843,Drama,Mayert-Conn,627855260-4,WSO,2021-07-30 10:07:00,10:07,131.56,BUY,Gawain Nettleship,3859,3859
844,Comedy,"Lakin, Lind and Kunze",533229887-0,FDC,2021-09-24 06:27:00,6:27,842.5,SELL,Louella Pratchett,5072,5072
845,Comedy Drama Musical IMAX,Schmitt-Lind,067440224-3,MULE,2022-02-09 12:53:00,12:53,206.48,SELL,Leigh Praten,5665,5665
846,Comedy,Yundt Group,546940609-1,NCR,2021-09-08 00:55:00,0:55,631.21,SELL,Ave July,942,942
847,Drama Romance,"Marvin, Russel and Pouros",290131982-3,MTB.WS,2021-12-09 07:44:00,7:44,293.11,SELL,Joey Dablin,2378,2378
848,Documentary,Weissnat-Monahan,639529394-X,UHAL,2021-07-23 00:47:00,0:47,326.65,SELL,Maryjo Leyton,1894,1894
849,Comedy Drama Romance,"Nicolas, McCullough and Buckridge",606702676-7,CCJ,2021-12-22 11:02:00,11:02,259.66,SELL,Sophronia Hatherall,3660,3660
850,Drama,,137107569-7,JHG,2021-08-09 13:18:00,13:18,683.88,SELL,Karalynn Wonfar,2759,2759
851,Action Drama,Vandervort-Willms,188858339-8,EGN,2022-07-01 03:26:00,3:26,845.85,BUY,Ramsey Cinnamond,4838,4838
852,Action Drama,Hermiston-Cummerata,730172233-8,FCFP,2021-08-14 13:28:00,13:28,628.09,BUY,Trstram ducarme,4912,4912
853,Drama,Koch-Fay,050741946-4,TTP,2021-07-23 18:11:00,18:11,413.78,SELL,Stace Caudwell,587,587
854,Comedy,"Buckridge, Crist and Powlowski",050211298-0,WHG,2021-10-14 05:04:00,5:04,493.18,BUY,Valaree Chessel,475,475
855,Drama Western,Satterfield-Bartoletti,119631586-8,ICL,2021-08-15 02:02:00,2:02,200.17,BUY,Norbert Grebner,760,760
856,Animation Drama,"Homenick, Carter and Mante",492316337-2,NOM,2021-11-21 05:12:00,5:12,124.68,BUY,Zachery Hatwells,293,293
857,Action Drama,"White, Gerhold and Herzog",219957995-6,ORIT,2021-07-09 07:20:00,7:20,391.49,BUY,Anastasie Brombell,3894,3894
858,Action Drama,"Maggio, Hayes and Christiansen",661810758-X,CVLT,2022-07-01 01:24:00,1:24,293.0,BUY,Stace Meller,977,977
859,Drama,Hartmann Group,365621430-1,USPH,2022-06-28 19:39:00,19:39,799.67,BUY,Leisha Stoade,3393,3393
860,Drama,Oberbrunner and Sons,930529301-8,V,2022-02-22 19:44:00,19:44,52.92,BUY,Philis Conrart,170,170
861,Comedy Romance,Kutch Inc,081488964-6,SRDX,2021-10-24 23:57:00,23:57,724.19,BUY,Francesco Pollie,4397,4397
862,Comedy Drama,Ankunding Group,737330260-2,OIS,2022-06-16 17:34:00,17:34,881.1,BUY,Bay Traice,4295,4295
863,Comedy Romance,"Rodriguez, Kovacek and Corwin",391800535-6,FBMS,2021-10-05 13:42:00,13:42,625.53,BUY,Ardra Gunson,2855,2855
864,Comedy,"Abernathy, Zboncak and Carroll",004092909-4,PSAU,2021-07-09 11:02:00,11:02,95.19,SELL,Ernesta Ashton,5160,5160
865,Drama War,"Becker, Block and Cassin",677308471-7,DDF,2021-07-19 22:43:00,22:43,637.28,BUY,Velma Delhanty,3694,3694
866,Drama,Hilpert-Luettgen,712602795-8,RMD,2022-04-05 10:15:00,10:15,138.61,SELL,Sharleen Hibling,622,622
867,Drama,,940549409-0,TVIA,2021-10-16 15:36:00,15:36,802.22,BUY,Bale Jeratt,72,72
868,Comedy Romance,Smitham-Becker,633711835-9,AF,2022-02-15 20:06:00,20:06,94.27,SELL,Lory De Vaar,3991,3991
869,Crime Drama Horror Mystery Thriller,"Batz, Gusikowski and Ondricka",116538452-3,FOX,2021-10-27 08:53:00,8:53,362.36,BUY,Iago Tee,1037,1037
870,Drama,Gislason LLC,525570977-8,TGEN,2022-03-20 19:00:00,19:00,36.76,SELL,Jarrad Hindhaugh,187,187
871,Adventure Western,Klocko-Raynor,953115623-9,VTTI,2022-06-06 18:36:00,18:36,258.79,BUY,Sebastien Duggleby,3293,3293
872,Comedy,Rowe-Reynolds,267829455-2,PKE,2021-12-21 05:34:00,5:34,578.18,BUY,Larine Bunyard,1104,1104
873,Action Adventure Drama,Vandervort LLC,242922263-9,MSD,2021-07-17 05:12:00,5:12,437.13,SELL,Yulma Jouanny,5996,5996
874,Drama Thriller,Emmerich-Langworth,846060657-0,TLRD,2021-12-20 10:42:00,10:42,40.83,SELL,Banky Adamini,755,755
875,Horror Mystery Thriller,Rath-Reichel,866055627-5,DD,2022-03-14 09:10:00,9:10,291.7,BUY,Davidde Puddan,1481,1481
876,Western,Schultz-Metz,803103167-3,GNE,2021-12-14 09:24:00,9:24,81.15,BUY,Pierre Creech,4977,4977
877,Drama,"Hamill, Walsh and Waelchi",205890633-0,VBND,2021-11-30 19:37:00,19:37,427.02,SELL,Cassius Berends,5887,5887
878,Documentary,"Goyette, Erdman and Berge",390836764-6,SRI,2022-06-04 15:40:00,15:40,163.08,SELL,Mireille MacAloren,5963,5963
879,Drama,Swift and Sons,202345831-5,PRAH,2022-01-09 21:34:00,21:34,79.01,BUY,Kelli Fancutt,229,229
880,Comedy,Metz LLC,211683531-3,VRX,2022-06-16 15:43:00,15:43,955.38,BUY,Sophi Lockyer,4240,4240
881,Drama,Gutkowski Inc,284481008-X,PTCT,2022-05-03 01:13:00,1:13,476.31,BUY,Gay Gascard,2430,2430
882,Drama,"Kilback, Skiles and Hudson",500748754-6,FBK,2021-12-13 14:49:00,14:49,129.48,BUY,Taffy Coulthurst,1277,1277
883,Drama,Becker-Koch,689343995-4,MELR,2022-05-11 04:17:00,4:17,784.36,BUY,Domini Figures,184,184
884,Action Drama,Crona Inc,053169489-5,OLED,2022-06-14 20:18:00,20:18,337.77,SELL,Raff Annandale,3813,3813
885,Comedy,"Leuschke, Sauer and Dickinson",631997628-4,TANH,2022-02-17 22:45:00,22:45,171.46,SELL,Suzanna Sleath,3827,3827
886,Comedy,Gibson Inc,630712509-8,CYCC,2022-01-30 10:03:00,10:03,463.13,BUY,Vida Silversmid,2819,2819
887,Comedy Drama Fantasy Romance,Legros Inc,922644129-4,WETF,2021-10-15 02:38:00,2:38,339.61,BUY,Humfrid McMinn,641,641
888,Comedy Horror,Blick Group,894984675-6,CLACU,2022-04-07 23:10:00,23:10,13.4,BUY,Kathleen Wincom,4996,4996
889,Drama Romance,Kemmer-Wilderman,712060005-2,VTVT,2022-01-02 02:18:00,2:18,126.92,SELL,Flo Eberle,243,243
890,Drama Musical,,604587354-8,JMBA,2021-09-01 04:40:00,4:40,857.79,SELL,Jillene Grigori,3786,3786
891,Comedy,"McClure, Frami and Schoen",811020863-0,TSQ,2022-03-23 17:44:00,17:44,534.55,SELL,Jeanelle Thomasson,4757,4757
892,Drama,Weimann-Graham,660153984-8,TRNO^A.CL,2021-10-04 11:11:00,11:11,506.47,SELL,Elie Cabane,4411,4411
893,Comedy,"Kihn, Lakin and Rosenbaum",553059901-X,TRU,2022-02-14 08:29:00,8:29,482.63,BUY,Iorgo Yushin,3185,3185
894,Drama Thriller,"Bernier, O'Kon and Kunze",136463200-4,GCV,2022-03-03 10:20:00,10:20,592.26,SELL,Cybil Leving,2278,2278
895,Drama,Cummerata-Legros,649512104-0,TCF^C,2022-04-16 05:20:00,5:20,463.54,BUY,Marco Burkert,5614,5614
896,Comedy Drama,Schamberger LLC,924643126-X,CNK,2022-05-28 14:11:00,14:11,374.45,SELL,Alaric Garoghan,4707,4707
897,Adventure Fantasy Romance,,364386016-1,TCON,2022-05-19 00:29:00,0:29,846.32,BUY,Delmar Chess,3502,3502
898,Comedy,Nitzsche-Gerhold,104445548-9,GALE,2021-11-30 18:19:00,18:19,486.66,BUY,Arty Scurman,2346,2346
899,Action Comedy Crime,"Jaskolski, McGlynn and Kshlerin",772088917-7,LMT,2022-02-20 21:27:00,21:27,369.7,SELL,Serena Capelen,2637,2637
900,Comedy,Wilderman-Buckridge,336573543-7,CCS,2021-12-22 04:15:00,4:15,388.69,SELL,Edy Heading,3680,3680
901,Action Comedy Drama Romance,Steuber and Sons,278938067-8,GNE^A,2022-03-11 04:51:00,4:51,579.61,SELL,Nollie Hixley,519,519
902,Drama,Zemlak-Glover,840110775-X,YPF,2021-10-11 13:54:00,13:54,996.7,SELL,Neddie Gogerty,2607,2607
903,Crime Drama Fantasy,"Schamberger, Auer and Stehr",787288646-4,BAC^W,2021-09-12 17:11:00,17:11,787.17,BUY,Erny Cheeke,2755,2755
904,Horror,Dibbert-Konopelski,757078252-6,CZR,2022-05-07 04:15:00,4:15,397.2,SELL,Stormie Pfaffe,2705,2705
905,Action Crime Thriller,Smitham Group,176809349-0,ARKR,2021-09-14 01:36:00,1:36,664.97,SELL,Batholomew Langcaster,1670,1670
906,Drama,Shanahan LLC,370259941-X,MBI,2022-06-22 08:43:00,8:43,553.97,SELL,Barnie Schaben,2559,2559
907,Horror,Towne-Hirthe,441107804-X,THQ,2022-01-28 01:54:00,1:54,486.62,BUY,Hedda Andrag,4056,4056
908,Drama War,Thiel and Sons,905874346-2,DD,2022-03-17 23:10:00,23:10,168.1,SELL,Karoline Fanton,5558,5558
909,Drama,"Morissette, Hodkiewicz and Lakin",374236582-7,ARU.CL,2021-11-03 21:57:00,21:57,789.87,BUY,Garrot Hairs,1479,1479
910,Animation Children Comedy Fantasy Sci-Fi,Cronin-Pagac,536264959-0,TLF,2021-12-28 02:01:00,2:01,223.04,SELL,Elwood Causley,5085,5085
911,Crime Drama Romance,King Inc,294882705-1,SMBC,2022-04-11 02:20:00,2:20,114.07,SELL,Nil Towne,5946,5946
912,Romance,Reichel-Gottlieb,210246193-9,C^K,2021-12-09 22:14:00,22:14,530.58,BUY,Eberto Finnigan,781,781
913,Documentary War,Berge-Armstrong,566003828-X,NBIX,2021-07-13 03:47:00,3:47,198.54,BUY,Andee Mancer,101,101
914,Drama Romance,Bernier and Sons,896960455-3,WFC^L,2021-10-28 02:02:00,2:02,25.01,SELL,Aubrey Davydzenko,1521,1521
915,Comedy Sci-Fi,"Nolan, Ullrich and Crona",133425545-8,DSPG,2021-11-01 17:04:00,17:04,185.54,SELL,Kati Klaus,3472,3472
916,Action Fantasy Horror,Stroman Group,783529615-2,DXLG,2021-11-05 06:33:00,6:33,430.37,BUY,Carmon Goranov,1244,1244
917,Comedy Drama,Jast-Hackett,655476882-3,TK,2021-10-05 03:23:00,3:23,122.82,BUY,Emylee Pipkin,4102,4102
918,Drama Romance,Gutmann-Flatley,913612330-7,EMMS,2022-04-07 01:30:00,1:30,310.86,SELL,Morris Hodcroft,5122,5122
919,Drama War,Langosh-Beatty,608539901-4,HWKN,2022-01-22 15:02:00,15:02,897.85,BUY,Frans Axe,5658,5658
920,Crime Drama Mystery,Mraz-Pfeffer,814008467-0,LMIA,2022-05-21 11:52:00,11:52,201.23,SELL,Selie Catton,4662,4662
921,Documentary,Gleason LLC,512385690-0,BCO,2022-06-17 22:41:00,22:41,190.95,SELL,Darin Filppetti,5228,5228
922,Crime Documentary Mystery,Gutkowski LLC,288128472-8,SNFCA,2022-04-12 15:09:00,15:09,442.77,BUY,Karia Woollin,5766,5766
923,(no genres listed),Mosciski-Leannon,175689548-1,MSEX,2022-04-05 14:39:00,14:39,203.99,BUY,Jerad Tisun,652,652
924,Documentary,"Dach, Durgan and Weissnat",573430862-5,VNO^L,2021-12-30 11:24:00,11:24,860.64,BUY,Adora Chace,4272,4272
925,Crime Drama Mystery,Treutel LLC,180453685-7,ARC,2021-11-08 20:23:00,20:23,619.74,BUY,Julietta Lapthorn,2201,2201
926,Drama,"Jones, Padberg and Raynor",559283801-8,JXSB,2022-05-07 23:12:00,23:12,452.88,BUY,Shayla Langran,3099,3099
927,Comedy,"Balistreri, Stoltenberg and Blanda",430381782-1,HWKN,2021-12-10 07:03:00,7:03,96.2,BUY,Bent Cuel,909,909
928,Drama Romance,"Sporer, Kutch and Metz",245442460-6,MB,2022-04-13 19:44:00,19:44,184.12,BUY,Carlina Astbery,1051,1051
929,Comedy Fantasy Mystery,Cummerata LLC,182135473-7,KNX,2022-06-27 18:06:00,18:06,37.62,SELL,Theodosia Woodford,1223,1223
930,(no genres listed),Dickens-Hartmann,706318149-1,CTWS,2022-04-25 10:52:00,10:52,544.24,SELL,Shir Grane,4403,4403
931,Drama,"Green, Kshlerin and Larkin",683113273-1,ATKR,2022-06-10 22:50:00,22:50,846.28,BUY,Bambie Westmerland,2779,2779
932,Animation Drama War,"Monahan, Zboncak and Tillman",874003264-7,GAB,2022-04-28 07:30:00,7:30,451.07,SELL,Trula Duckinfield,523,523
933,Animation,Rogahn LLC,284958130-5,TRV,2021-09-14 04:16:00,4:16,165.41,SELL,Trey Abrahamowitcz,1600,1600
934,Adventure Fantasy,Lockman Group,968396692-6,SPLS,2022-05-12 07:15:00,7:15,247.64,BUY,Trixi Lively,1628,1628
935,Drama Romance,"Beier, Leuschke and Stiedemann",875539928-2,EMR,2021-11-21 17:30:00,17:30,275.55,BUY,Esma Crevy,104,104
936,Drama Romance,Kunde-Cremin,489593529-9,MMI,2021-11-10 17:57:00,17:57,719.9,BUY,Otha Giottini,2416,2416
937,Adventure Animation Children Comedy Drama Fantasy Musical Romance,Runolfsson and Sons,535389677-7,JBSS,2021-08-30 00:44:00,0:44,64.77,BUY,Tabbatha Guilayn,4324,4324
938,Sci-Fi,Fritsch and Sons,935668097-3,RELL,2022-03-30 05:49:00,5:49,701.93,BUY,Christabel Greendale,1349,1349
939,Action Children,Cummings Inc,568136810-6,BTO,2021-10-06 12:56:00,12:56,100.27,BUY,Kirbee Wringe,1701,1701
940,Comedy Drama Romance,Bode-Luettgen,018739910-7,CBIO,2021-12-19 17:11:00,17:11,190.62,BUY,Prudi Dewitt,5042,5042
941,Comedy,Franecki-Miller,049321750-9,NDRAW,2021-08-18 04:37:00,4:37,141.12,BUY,Jodi McGurgan,2733,2733
942,Drama Romance,Mitchell LLC,982625197-6,PPP,2022-03-22 07:05:00,7:05,778.81,SELL,Cherri Gruszecki,362,362
943,Comedy,Collier and Sons,793228483-X,BAC^Y,2022-01-16 11:19:00,11:19,920.04,SELL,Dallas Lukasik,3675,3675
944,Comedy,King LLC,075861763-1,WFC^T,2021-09-11 16:36:00,16:36,112.75,BUY,Johnnie Jervois,5809,5809
945,Action Crime Drama,Daugherty-Moore,502578174-4,XONE,2022-06-22 18:01:00,18:01,340.13,SELL,Brennan Gammade,1974,1974
946,Comedy Western,"White, Nikolaus and Graham",074338761-9,STAF,2021-12-01 16:16:00,16:16,232.21,SELL,Maurine Jillions,3466,3466
947,Comedy,Lebsack-Parker,396452528-6,CBF,2021-09-01 09:39:00,9:39,859.14,BUY,Jarrid Warlock,5386,5386
948,Comedy,Wilderman Inc,240567607-9,SKX,2021-11-20 00:32:00,0:32,687.67,BUY,Vitoria Skegg,3509,3509
949,Action Drama Thriller,Koss and Sons,326420710-9,AQN,2022-02-09 12:59:00,12:59,546.19,SELL,Marie-ann Ayre,667,667
950,Documentary,Runte-Cummings,204655037-4,BIT,2021-11-08 11:16:00,11:16,412.09,SELL,Anatola Elmhirst,1765,1765
951,Drama Western,Gibson-Morar,057353141-2,AEP,2021-12-12 13:11:00,13:11,658.41,BUY,Waneta Mennell,2462,2462
952,Action,Kutch-Strosin,770439224-7,DS^D,2021-12-08 06:16:00,6:16,538.97,BUY,Griffie MacClay,3141,3141
953,Action Comedy Crime Drama,Morar-Mertz,998053736-1,RENX,2021-11-02 20:49:00,20:49,832.94,SELL,Bartel Bernlin,101,101
954,Comedy Crime,Hyatt-Becker,511912650-2,CUBI^D,2021-09-09 01:39:00,1:39,502.26,BUY,Kaja Jerke,4732,4732
955,Crime Drama Thriller,Crona-Doyle,175050660-2,XBIO,2021-12-02 01:12:00,1:12,868.84,BUY,Alayne Downing,1742,1742
956,Comedy Mystery,"Quitzon, Kuvalis and Steuber",919610615-8,BLVD,2021-12-06 20:31:00,20:31,556.46,BUY,Lia O'Kane,2868,2868
957,Drama,"Hodkiewicz, Lynch and Yundt",183162110-X,CDTI,2021-08-23 11:47:00,11:47,560.15,BUY,Ransell Scottesmoor,1712,1712
958,Comedy,Dare Inc,354736495-7,AFC,2022-05-20 02:16:00,2:16,579.95,SELL,Wilbur Cotherill,903,903
959,Thriller,Mante-Abernathy,483424689-2,HPQ,2022-03-06 23:04:00,23:04,184.93,BUY,Phedra Leades,4780,4780
960,Comedy Drama Romance,Wisozk-Altenwerth,431287874-9,ESES,2021-10-23 07:36:00,7:36,543.52,SELL,Hervey Costerd,2745,2745
961,Drama Romance,"Wisoky, Littel and Abernathy",827232020-7,DLNG^A,2021-12-27 16:24:00,16:24,862.8,BUY,Laney Sugden,2464,2464
962,Drama Sci-Fi,Sporer-Greenfelder,551498325-0,CIGI,2021-11-03 21:58:00,21:58,274.83,SELL,Kaine Velten,2159,2159
963,Comedy Drama,"Anderson, Willms and Nienow",456122832-2,CERU,2022-06-18 23:58:00,23:58,508.1,BUY,Tania Rickertsen,5108,5108
964,Adventure,Purdy and Sons,417225270-2,FNSR,2021-09-14 02:18:00,2:18,957.48,BUY,Lura Grishenkov,165,165
965,Comedy Sci-Fi,"Gislason, Stoltenberg and Homenick",436502342-X,DMB,2021-08-09 02:57:00,2:57,531.01,BUY,Putnam Jeffcoat,2645,2645
966,Comedy Horror,Harvey-Heller,958643494-X,TDIV,2021-07-19 18:01:00,18:01,607.75,SELL,Knox Clorley,42,42
967,Thriller,Ernser-Lubowitz,461710458-5,LZB,2021-07-11 05:14:00,5:14,814.6,BUY,Alphonse Wooddisse,1378,1378
968,Crime Drama Horror Mystery Thriller,"Kertzmann, Swift and Rohan",590177427-2,DBL,2022-03-01 19:40:00,19:40,139.49,BUY,Cacilie Pellew,2682,2682
969,Comedy Drama,,352210803-5,TNH,2022-05-02 03:02:00,3:02,835.26,BUY,Claudetta Coaker,4364,4364
970,Comedy Romance,Altenwerth-Rempel,081740397-3,FGEN,2022-02-11 07:53:00,7:53,312.09,BUY,Ethelin Petti,4636,4636
971,Drama,"Denesik, Schmeler and Block",028119635-4,DCP,2021-12-12 08:02:00,8:02,199.86,SELL,Nina Reiglar,4398,4398
972,Comedy Drama Romance,Schmeler-Moore,952762552-1,PRI,2021-10-09 11:19:00,11:19,817.65,BUY,Ellery Martinet,472,472
973,Drama,Pagac-Reynolds,328764712-1,OR,2022-05-13 00:25:00,0:25,647.82,BUY,Georgeanne Blonden,5283,5283
